word,language,category,severity,variants,action
b***g,Waray,insult,high,buang,block_and_flag
bu4ng,Waray,insult,high,buang,block_and_flag
bu@ng,Waray,insult,high,buang,block_and_flag
manyak,Kapampangan,sexual,high,MANYAK | Manyak | m a n y a k | m anyak | m****k | m4ny4k | m@ny@k | manyak,block_and_flag
m a n y a k,Kapampangan,sexual,high,manyak,block_and_flag
m anyak,Kapampangan,sexual,high,manyak,block_and_flag
m****k,Kapampangan,sexual,high,manyak,block_and_flag
m4ny4k,Kapampangan,sexual,high,manyak,block_and_flag
m@ny@k,Kapampangan,sexual,high,manyak,block_and_flag
gago,Pangasinan,insult,high,GAGO | Gago | g a g o | g ago | g**o | g4go | g@g0 | g@go | gag0 | gago,block_and_flag
g a g o,Pangasinan,insult,high,gago,block_and_flag
g ago,Pangasinan,insult,high,gago,block_and_flag
g**o,Pangasinan,insult,high,gago,block_and_flag
g4go,Pangasinan,insult,high,gago,block_and_flag
g@g0,Pangasinan,insult,high,gago,block_and_flag
g@go,Pangasinan,insult,high,gago,block_and_flag
gag0,Pangasinan,insult,high,gago,block_and_flag
puta,Spanish,profanity,high,PUTA | Puta | p u t a | p uta | p**a | put4 | put@ | puta,block_and_flag
p u t a,Spanish,profanity,high,puta,block_and_flag
p uta,Spanish,profanity,high,puta,block_and_flag
p**a,Spanish,profanity,high,puta,block_and_flag
put4,Spanish,profanity,high,puta,block_and_flag
put@,Spanish,profanity,high,puta,block_and_flag
puto,Spanish,insult,high,PUTO | Puto | p u t o | p uto | p**o | put0 | puto,block_and_flag
p u t o,Spanish,insult,high,puto,block_and_flag
p uto,Spanish,insult,high,puto,block_and_flag
p**o,Spanish,insult,high,puto,block_and_flag
put0,Spanish,insult,high,puto,block_and_flag
mierda,Spanish,profanity,high,MIERDA | Mierda | m i e r d a | m ierda | m****a | m13rd4 | m1erd@ | m1erda | mi3rd@ | mi3rda | mierd4 | mierd@,block_and_flag
m i e r d a,Spanish,profanity,high,mierda,block_and_flag
m ierda,Spanish,profanity,high,mierda,block_and_flag
m****a,Spanish,profanity,high,mierda,block_and_flag
m13rd4,Spanish,profanity,high,mierda,block_and_flag
m1erd@,Spanish,profanity,high,mierda,block_and_flag
m1erda,Spanish,profanity,high,mierda,block_and_flag
mi3rd@,Spanish,profanity,high,mierda,block_and_flag
mi3rda,Spanish,profanity,high,mierda,block_and_flag
mierd4,Spanish,profanity,high,mierda,block_and_flag
mierd@,Spanish,profanity,high,mierda,block_and_flag
joder,Spanish,profanity,high,JODER | Joder | j o d e r | j oder | j***r | j0der | jod3r | joder,block_and_flag
j o d e r,Spanish,profanity,high,joder,block_and_flag
j oder,Spanish,profanity,high,joder,block_and_flag
j***r,Spanish,profanity,high,joder,block_and_flag
j0der,Spanish,profanity,high,joder,block_and_flag
jod3r,Spanish,profanity,high,joder,block_and_flag
cabron,Spanish,insult,high,CABRON | Cabron | c a b r o n | c abron | c****n | c4bron | c@br0n | c@bron | cabr0n | cabron,block_and_flag
c a b r o n,Spanish,insult,high,cabron,block_and_flag
c abron,Spanish,insult,high,cabron,block_and_flag
c****n,Spanish,insult,high,cabron,block_and_flag
c4bron,Spanish,insult,high,cabron,block_and_flag
c@br0n,Spanish,insult,high,cabron,block_and_flag
c@bron,Spanish,insult,high,cabron,block_and_flag
cabr0n,Spanish,insult,high,cabron,block_and_flag
pendejo,Spanish,insult,high,PENDEJO | Pendejo | p e n d e j o | p endejo | p*****o | p3nd3jo | pendej0 | pendejo,block_and_flag
p e n d e j o,Spanish,insult,high,pendejo,block_and_flag
p endejo,Spanish,insult,high,pendejo,block_and_flag
p*****o,Spanish,insult,high,pendejo,block_and_flag
p3nd3jo,Spanish,insult,high,pendejo,block_and_flag
pendej0,Spanish,insult,high,pendejo,block_and_flag
merde,French,profanity,high,MERDE | Merde | m e r d e | m erde | m***e | m3rd3 | merde,block_and_flag
m e r d e,French,profanity,high,merde,block_and_flag
m erde,French,profanity,high,merde,block_and_flag
m***e,French,profanity,high,merde,block_and_flag
m3rd3,French,profanity,high,merde,block_and_flag
putain,French,profanity,high,PUTAIN | Putain | p u t a i n | p utain | p****n | put41n | put4in | put@1n | put@in | puta1n | putain,block_and_flag
p u t a i n,French,profanity,high,putain,block_and_flag
p utain,French,profanity,high,putain,block_and_flag
p****n,French,profanity,high,putain,block_and_flag
put41n,French,profanity,high,putain,block_and_flag
put4in,French,profanity,high,putain,block_and_flag
put@1n,French,profanity,high,putain,block_and_flag
put@in,French,profanity,high,putain,block_and_flag
puta1n,French,profanity,high,putain,block_and_flag
connard,French,insult,high,CONNARD | Connard | c o n n a r d | c onnard | c*****d | c0nn@rd | c0nnard | conn4rd | conn@rd | connard,block_and_flag
c o n n a r d,French,insult,high,connard,block_and_flag
c onnard,French,insult,high,connard,block_and_flag
c*****d,French,insult,high,connard,block_and_flag
c0nn@rd,French,insult,high,connard,block_and_flag
c0nnard,French,insult,high,connard,block_and_flag
conn4rd,French,insult,high,connard,block_and_flag
conn@rd,French,insult,high,connard,block_and_flag
con,French,insult,medium,CON | Con | c0n | con,warn_and_log
c0n,French,insult,medium,con,warn_and_log
scheisse,German,profanity,high,$chei$$e | 5chei55e | SCHEISSE | Scheisse | s c h e i s s e | s cheisse | s******e | sch31ss3 | sch3iss3 | sche1sse | scheisse,block_and_flag
$chei$$e,German,profanity,high,scheisse,block_and_flag
5chei55e,German,profanity,high,scheisse,block_and_flag
s c h e i s s e,German,profanity,high,scheisse,block_and_flag
s cheisse,German,profanity,high,scheisse,block_and_flag
s******e,German,profanity,high,scheisse,block_and_flag
sch31ss3,German,profanity,high,scheisse,block_and_flag
sch3iss3,German,profanity,high,scheisse,block_and_flag
sche1sse,German,profanity,high,scheisse,block_and_flag
fick,German,profanity,high,FICK | Fick | f i c k | f ick | f**k | f1ck | fick,block_and_flag
f i c k,German,profanity,high,fick,block_and_flag
f ick,German,profanity,high,fick,block_and_flag
f**k,German,profanity,high,fick,block_and_flag
f1ck,German,profanity,high,fick,block_and_flag
arschloch,German,insult,high,4rschloch | @rschl0ch | @rschloch | ARSCHLOCH | Arschloch | a r s c h l o c h | a rschloch | a*******h | ar$chloch | ar5chloch | arschl0ch | arschloch,block_and_flag
4rschloch,German,insult,high,arschloch,block_and_flag
@rschl0ch,German,insult,high,arschloch,block_and_flag
@rschloch,German,insult,high,arschloch,block_and_flag
a r s c h l o c h,German,insult,high,arschloch,block_and_flag
a rschloch,German,insult,high,arschloch,block_and_flag
a*******h,German,insult,high,arschloch,block_and_flag
ar$chloch,German,insult,high,arschloch,block_and_flag
ar5chloch,German,insult,high,arschloch,block_and_flag
arschl0ch,German,insult,high,arschloch,block_and_flag
idiot,German,insult,medium,1d10t | 1d1ot | IDIOT | Idiot | i d i o t | i diot | i***t | idi0t | idiot,warn_and_log
1d10t,German,insult,medium,idiot,warn_and_log
1d1ot,German,insult,medium,idiot,warn_and_log
i d i o t,German,insult,medium,idiot,warn_and_log
i diot,German,insult,medium,idiot,warn_and_log
i***t,German,insult,medium,idiot,warn_and_log
idi0t,German,insult,medium,idiot,warn_and_log
cazzo,Italian,profanity,high,CAZZO | Cazzo | c a z z o | c azzo | c***o | c4zzo | c@zz0 | c@zzo | cazz0 | cazzo,block_and_flag
c a z z o,Italian,profanity,high,cazzo,block_and_flag
c azzo,Italian,profanity,high,cazzo,block_and_flag
c***o,Italian,profanity,high,cazzo,block_and_flag
c4zzo,Italian,profanity,high,cazzo,block_and_flag
c@zz0,Italian,profanity,high,cazzo,block_and_flag
c@zzo,Italian,profanity,high,cazzo,block_and_flag
cazz0,Italian,profanity,high,cazzo,block_and_flag
merda,Italian,profanity,high,MERDA | Merda | m e r d a | m erda | m***a | m3rd4 | m3rd@ | m3rda | merd4 | merd@ | merda,block_and_flag
m e r d a,Italian,profanity,high,merda,block_and_flag
m erda,Italian,profanity,high,merda,block_and_flag
m***a,Italian,profanity,high,merda,block_and_flag
m3rd4,Italian,profanity,high,merda,block_and_flag
m3rd@,Italian,profanity,high,merda,block_and_flag
m3rda,Italian,profanity,high,merda,block_and_flag
merd4,Italian,profanity,high,merda,block_and_flag
merd@,Italian,profanity,high,merda,block_and_flag
stronzo,Italian,insult,high,$tronzo | 5tronzo | STRONZO | Stronzo | s t r o n z o | s tronzo | s*****o | str0nz0 | stronzo,block_and_flag
$tronzo,Italian,insult,high,stronzo,block_and_flag
5tronzo,Italian,insult,high,stronzo,block_and_flag
s t r o n z o,Italian,insult,high,stronzo,block_and_flag
s tronzo,Italian,insult,high,stronzo,block_and_flag
s*****o,Italian,insult,high,stronzo,block_and_flag
str0nz0,Italian,insult,high,stronzo,block_and_flag
puttana,Italian,profanity,high,PUTTANA | Puttana | p u t t a n a | p uttana | p*****a | putt4n4 | putt@n@ | puttana,block_and_flag
p u t t a n a,Italian,profanity,high,puttana,block_and_flag
p uttana,Italian,profanity,high,puttana,block_and_flag
p*****a,Italian,profanity,high,puttana,block_and_flag
putt4n4,Italian,profanity,high,puttana,block_and_flag
putt@n@,Italian,profanity,high,puttana,block_and_flag
merda,Portuguese,profanity,high,MERDA | Merda | m e r d a | m erda | m***a | m3rd4 | m3rd@ | m3rda | merd4 | merd@ | merda,block_and_flag
m e r d a,Portuguese,profanity,high,merda,block_and_flag
m erda,Portuguese,profanity,high,merda,block_and_flag
m***a,Portuguese,profanity,high,merda,block_and_flag
m3rd4,Portuguese,profanity,high,merda,block_and_flag
m3rd@,Portuguese,profanity,high,merda,block_and_flag
m3rda,Portuguese,profanity,high,merda,block_and_flag
merd4,Portuguese,profanity,high,merda,block_and_flag
merd@,Portuguese,profanity,high,merda,block_and_flag
porra,Portuguese,profanity,high,PORRA | Porra | p o r r a | p orra | p***a | p0rr@ | p0rra | porr4 | porr@ | porra,block_and_flag
p o r r a,Portuguese,profanity,high,porra,block_and_flag
p orra,Portuguese,profanity,high,porra,block_and_flag
p***a,Portuguese,profanity,high,porra,block_and_flag
p0rr@,Portuguese,profanity,high,porra,block_and_flag
p0rra,Portuguese,profanity,high,porra,block_and_flag
porr4,Portuguese,profanity,high,porra,block_and_flag
porr@,Portuguese,profanity,high,porra,block_and_flag
puta,Portuguese,profanity,high,PUTA | Puta | p u t a | p uta | p**a | put4 | put@ | puta,block_and_flag
p u t a,Portuguese,profanity,high,puta,block_and_flag
p uta,Portuguese,profanity,high,puta,block_and_flag
p**a,Portuguese,profanity,high,puta,block_and_flag
put4,Portuguese,profanity,high,puta,block_and_flag
put@,Portuguese,profanity,high,puta,block_and_flag
caralho,Portuguese,profanity,high,CARALHO | Caralho | c a r a l h o | c aralho | c*****o | c4r4lho | c@r@lh0 | c@r@lho | caralh0 | caralho,block_and_flag
c a r a l h o,Portuguese,profanity,high,caralho,block_and_flag
c aralho,Portuguese,profanity,high,caralho,block_and_flag
c*****o,Portuguese,profanity,high,caralho,block_and_flag
c4r4lho,Portuguese,profanity,high,caralho,block_and_flag
c@r@lh0,Portuguese,profanity,high,caralho,block_and_flag
c@r@lho,Portuguese,profanity,high,caralho,block_and_flag
caralh0,Portuguese,profanity,high,caralho,block_and_flag
blyat,Russian,profanity,high,BLYAT | Blyat | b l y a t | b lyat | b***t | bly4t | bly@t | blyat,block_and_flag
b l y a t,Russian,profanity,high,blyat,block_and_flag
b lyat,Russian,profanity,high,blyat,block_and_flag
b***t,Russian,profanity,high,blyat,block_and_flag
bly4t,Russian,profanity,high,blyat,block_and_flag
bly@t,Russian,profanity,high,blyat,block_and_flag
suka,Russian,insult,high,$uka | 5uka | SUKA | Suka | s u k a | s uka | s**a | suk4 | suk@ | suka,block_and_flag
$uka,Russian,insult,high,suka,block_and_flag
5uka,Russian,insult,high,suka,block_and_flag
s u k a,Russian,insult,high,suka,block_and_flag
s uka,Russian,insult,high,suka,block_and_flag
s**a,Russian,insult,high,suka,block_and_flag
suk4,Russian,insult,high,suka,block_and_flag
suk@,Russian,insult,high,suka,block_and_flag
pidor,Russian,insult,high,PIDOR | Pidor | p i d o r | p idor | p***r | p1d0r | p1dor | pid0r | pidor,block_and_flag
p i d o r,Russian,insult,high,pidor,block_and_flag
p idor,Russian,insult,high,pidor,block_and_flag
p***r,Russian,insult,high,pidor,block_and_flag
p1d0r,Russian,insult,high,pidor,block_and_flag
p1dor,Russian,insult,high,pidor,block_and_flag
pid0r,Russian,insult,high,pidor,block_and_flag
govno,Russian,profanity,high,GOVNO | Govno | g o v n o | g ovno | g***o | g0vn0 | govno,block_and_flag
g o v n o,Russian,profanity,high,govno,block_and_flag
g ovno,Russian,profanity,high,govno,block_and_flag
g***o,Russian,profanity,high,govno,block_and_flag
g0vn0,Russian,profanity,high,govno,block_and_flag
khara,Arabic,profanity,high,KHARA | Khara | k h a r a | k hara | k***a | kh4r4 | kh@r@ | khara,block_and_flag
k h a r a,Arabic,profanity,high,khara,block_and_flag
k hara,Arabic,profanity,high,khara,block_and_flag
k***a,Arabic,profanity,high,khara,block_and_flag
kh4r4,Arabic,profanity,high,khara,block_and_flag
kh@r@,Arabic,profanity,high,khara,block_and_flag
sharmouta,Arabic,sexual,high,$harmouta | 5harmouta | SHARMOUTA | Sharmouta | s h a r m o u t a | s harmouta | s*******a | sh4rmout4 | sh@rm0ut@ | sh@rmout@ | sharm0uta | sharmouta,block_and_flag
$harmouta,Arabic,sexual,high,sharmouta,block_and_flag
5harmouta,Arabic,sexual,high,sharmouta,block_and_flag
s h a r m o u t a,Arabic,sexual,high,sharmouta,block_and_flag
s harmouta,Arabic,sexual,high,sharmouta,block_and_flag
s*******a,Arabic,sexual,high,sharmouta,block_and_flag
sh4rmout4,Arabic,sexual,high,sharmouta,block_and_flag
sh@rm0ut@,Arabic,sexual,high,sharmouta,block_and_flag
sh@rmout@,Arabic,sexual,high,sharmouta,block_and_flag
sharm0uta,Arabic,sexual,high,sharmouta,block_and_flag
kalb,Arabic,insult,medium,KALB | Kalb | k a l b | k alb | k**b | k4lb | k@lb | kalb,warn_and_log
k a l b,Arabic,insult,medium,kalb,warn_and_log
k alb,Arabic,insult,medium,kalb,warn_and_log
k**b,Arabic,insult,medium,kalb,warn_and_log
k4lb,Arabic,insult,medium,kalb,warn_and_log
k@lb,Arabic,insult,medium,kalb,warn_and_log
chutiya,Hindi,insult,high,CHUTIYA | Chutiya | c h u t i y a | c hutiya | c*****a | chut1y4 | chut1y@ | chut1ya | chutiy4 | chutiy@ | chutiya,block_and_flag
c h u t i y a,Hindi,insult,high,chutiya,block_and_flag
c hutiya,Hindi,insult,high,chutiya,block_and_flag
c*****a,Hindi,insult,high,chutiya,block_and_flag
chut1y4,Hindi,insult,high,chutiya,block_and_flag
chut1y@,Hindi,insult,high,chutiya,block_and_flag
chut1ya,Hindi,insult,high,chutiya,block_and_flag
chutiy4,Hindi,insult,high,chutiya,block_and_flag
chutiy@,Hindi,insult,high,chutiya,block_and_flag
madarchod,Hindi,profanity,high,MADARCHOD | Madarchod | m a d a r c h o d | m adarchod | m*******d | m4d4rchod | m@d@rch0d | m@d@rchod | madarch0d | madarchod,block_and_flag
m a d a r c h o d,Hindi,profanity,high,madarchod,block_and_flag
m adarchod,Hindi,profanity,high,madarchod,block_and_flag
m*******d,Hindi,profanity,high,madarchod,block_and_flag
m4d4rchod,Hindi,profanity,high,madarchod,block_and_flag
m@d@rch0d,Hindi,profanity,high,madarchod,block_and_flag
m@d@rchod,Hindi,profanity,high,madarchod,block_and_flag
madarch0d,Hindi,profanity,high,madarchod,block_and_flag
behenchod,Hindi,profanity,high,BEHENCHOD | Behenchod | b e h e n c h o d | b ehenchod | b*******d | b3h3nchod | behench0d | behenchod,block_and_flag
b e h e n c h o d,Hindi,profanity,high,behenchod,block_and_flag
b ehenchod,Hindi,profanity,high,behenchod,block_and_flag
b*******d,Hindi,profanity,high,behenchod,block_and_flag
b3h3nchod,Hindi,profanity,high,behenchod,block_and_flag
behench0d,Hindi,profanity,high,behenchod,block_and_flag
gaandu,Hindi,sexual,high,GAANDU | Gaandu | g a a n d u | g aandu | g****u | g44ndu | g@@ndu | gaandu,block_and_flag
g a a n d u,Hindi,sexual,high,gaandu,block_and_flag
g aandu,Hindi,sexual,high,gaandu,block_and_flag
g****u,Hindi,sexual,high,gaandu,block_and_flag
g44ndu,Hindi,sexual,high,gaandu,block_and_flag
g@@ndu,Hindi,sexual,high,gaandu,block_and_flag
harami,Hindi,insult,high,HARAMI | Harami | h a r a m i | h arami | h****i | h4r4m1 | h4r4mi | h@r@m1 | h@r@mi | haram1 | harami,block_and_flag
h a r a m i,Hindi,insult,high,harami,block_and_flag
h arami,Hindi,insult,high,harami,block_and_flag
h****i,Hindi,insult,high,harami,block_and_flag
h4r4m1,Hindi,insult,high,harami,block_and_flag
h4r4mi,Hindi,insult,high,harami,block_and_flag
h@r@m1,Hindi,insult,high,harami,block_and_flag
h@r@mi,Hindi,insult,high,harami,block_and_flag
haram1,Hindi,insult,high,harami,block_and_flag
anjing,Indonesian,insult,medium,4nj1ng | 4njing | @nj1ng | @njing | ANJING | Anjing | a n j i n g | a njing | a****g | anj1ng | anjing,warn_and_log
4nj1ng,Indonesian,insult,medium,anjing,warn_and_log
4njing,Indonesian,insult,medium,anjing,warn_and_log
@nj1ng,Indonesian,insult,medium,anjing,warn_and_log
@njing,Indonesian,insult,medium,anjing,warn_and_log
a n j i n g,Indonesian,insult,medium,anjing,warn_and_log
a njing,Indonesian,insult,medium,anjing,warn_and_log
a****g,Indonesian,insult,medium,anjing,warn_and_log
anj1ng,Indonesian,insult,medium,anjing,warn_and_log
bangsat,Indonesian,insult,high,BANGSAT | Bangsat | b a n g s a t | b angsat | b*****t | b4ngs4t | b@ngs@t | bang$at | bang5at | bangsat,block_and_flag
b a n g s a t,Indonesian,insult,high,bangsat,block_and_flag
b angsat,Indonesian,insult,high,bangsat,block_and_flag
b*****t,Indonesian,insult,high,bangsat,block_and_flag
b4ngs4t,Indonesian,insult,high,bangsat,block_and_flag
b@ngs@t,Indonesian,insult,high,bangsat,block_and_flag
bang$at,Indonesian,insult,high,bangsat,block_and_flag
bang5at,Indonesian,insult,high,bangsat,block_and_flag
bajingan,Indonesian,insult,high,BAJINGAN | Bajingan | b a j i n g a n | b ajingan | b******n | b4j1ng4n | b4jing4n | b@j1ng@n | b@jing@n | baj1ngan | bajingan,block_and_flag
b a j i n g a n,Indonesian,insult,high,bajingan,block_and_flag
b ajingan,Indonesian,insult,high,bajingan,block_and_flag
b******n,Indonesian,insult,high,bajingan,block_and_flag
b4j1ng4n,Indonesian,insult,high,bajingan,block_and_flag
b4jing4n,Indonesian,insult,high,bajingan,block_and_flag
b@j1ng@n,Indonesian,insult,high,bajingan,block_and_flag
b@jing@n,Indonesian,insult,high,bajingan,block_and_flag
baj1ngan,Indonesian,insult,high,bajingan,block_and_flag
kontol,Indonesian,sexual,high,KONTOL | Kontol | k o n t o l | k ontol | k****l | k0nt0l | kontol,block_and_flag
k o n t o l,Indonesian,sexual,high,kontol,block_and_flag
k ontol,Indonesian,sexual,high,kontol,block_and_flag
k****l,Indonesian,sexual,high,kontol,block_and_flag
k0nt0l,Indonesian,sexual,high,kontol,block_and_flag
memek,Indonesian,sexual,high,MEMEK | Memek | m e m e k | m emek | m***k | m3m3k | memek,block_and_flag
m e m e k,Indonesian,sexual,high,memek,block_and_flag
m emek,Indonesian,sexual,high,memek,block_and_flag
m***k,Indonesian,sexual,high,memek,block_and_flag
m3m3k,Indonesian,sexual,high,memek,block_and_flag
sial,Malay,profanity,medium,$ial | 5ial | SIAL | Sial | s i a l | s ial | s**l | s14l | s1@l | s1al | si4l | si@l,warn_and_log
$ial,Malay,profanity,medium,sial,warn_and_log
5ial,Malay,profanity,medium,sial,warn_and_log
s i a l,Malay,profanity,medium,sial,warn_and_log
s ial,Malay,profanity,medium,sial,warn_and_log
s**l,Malay,profanity,medium,sial,warn_and_log
s14l,Malay,profanity,medium,sial,warn_and_log
s1@l,Malay,profanity,medium,sial,warn_and_log
s1al,Malay,profanity,medium,sial,warn_and_log
si4l,Malay,profanity,medium,sial,warn_and_log
si@l,Malay,profanity,medium,sial,warn_and_log
bodoh,Malay,insult,medium,BODOH | Bodoh | b o d o h | b odoh | b***h | b0d0h | bodoh,warn_and_log
b o d o h,Malay,insult,medium,bodoh,warn_and_log
b odoh,Malay,insult,medium,bodoh,warn_and_log
b***h,Malay,insult,medium,bodoh,warn_and_log
b0d0h,Malay,insult,medium,bodoh,warn_and_log
bangang,Malay,insult,medium,BANGANG | Bangang | b a n g a n g | b angang | b*****g | b4ng4ng | b@ng@ng | bangang,warn_and_log
b a n g a n g,Malay,insult,medium,bangang,warn_and_log
b angang,Malay,insult,medium,bangang,warn_and_log
b*****g,Malay,insult,medium,bangang,warn_and_log
b4ng4ng,Malay,insult,medium,bangang,warn_and_log
b@ng@ng,Malay,insult,medium,bangang,warn_and_log
babi,Malay,insult,medium,BABI | Babi | b a b i | b abi | b**i | b4b1 | b4bi | b@b1 | b@bi | bab1 | babi,warn_and_log
b a b i,Malay,insult,medium,babi,warn_and_log
b abi,Malay,insult,medium,babi,warn_and_log
b**i,Malay,insult,medium,babi,warn_and_log
b4b1,Malay,insult,medium,babi,warn_and_log
b4bi,Malay,insult,medium,babi,warn_and_log
b@b1,Malay,insult,medium,babi,warn_and_log
b@bi,Malay,insult,medium,babi,warn_and_log
bab1,Malay,insult,medium,babi,warn_and_log
baka,Japanese,insult,medium,BAKA | Baka | b a k a | b aka | b**a | b4k4 | b@k@ | baka,warn_and_log
b a k a,Japanese,insult,medium,baka,warn_and_log
b aka,Japanese,insult,medium,baka,warn_and_log
b**a,Japanese,insult,medium,baka,warn_and_log
b4k4,Japanese,insult,medium,baka,warn_and_log
b@k@,Japanese,insult,medium,baka,warn_and_log
kuso,Japanese,profanity,medium,KUSO | Kuso | k u s o | k uso | k**o | ku$o | ku5o | kus0 | kuso,warn_and_log
k u s o,Japanese,profanity,medium,kuso,warn_and_log
k uso,Japanese,profanity,medium,kuso,warn_and_log
k**o,Japanese,profanity,medium,kuso,warn_and_log
ku$o,Japanese,profanity,medium,kuso,warn_and_log
ku5o,Japanese,profanity,medium,kuso,warn_and_log
kus0,Japanese,profanity,medium,kuso,warn_and_log
chikusho,Japanese,profanity,medium,CHIKUSHO | Chikusho | c h i k u s h o | c hikusho | c******o | ch1kush0 | ch1kusho | chiku$ho | chiku5ho | chikush0 | chikusho,warn_and_log
c h i k u s h o,Japanese,profanity,medium,chikusho,warn_and_log
c hikusho,Japanese,profanity,medium,chikusho,warn_and_log
c******o,Japanese,profanity,medium,chikusho,warn_and_log
ch1kush0,Japanese,profanity,medium,chikusho,warn_and_log
ch1kusho,Japanese,profanity,medium,chikusho,warn_and_log
chiku$ho,Japanese,profanity,medium,chikusho,warn_and_log
chiku5ho,Japanese,profanity,medium,chikusho,warn_and_log
chikush0,Japanese,profanity,medium,chikusho,warn_and_log
temee,Japanese,insult,medium,TEMEE | Temee | t e m e e | t emee | t***e | t3m33 | temee,warn_and_log
t e m e e,Japanese,insult,medium,temee,warn_and_log
t emee,Japanese,insult,medium,temee,warn_and_log
t***e,Japanese,insult,medium,temee,warn_and_log
t3m33,Japanese,insult,medium,temee,warn_and_log
ssibal,Korean,profanity,high,$$ibal | 55ibal | SSIBAL | Ssibal | s s i b a l | s sibal | s****l | ss1b4l | ss1b@l | ss1bal | ssib4l | ssib@l,block_and_flag
$$ibal,Korean,profanity,high,ssibal,block_and_flag
55ibal,Korean,profanity,high,ssibal,block_and_flag
s s i b a l,Korean,profanity,high,ssibal,block_and_flag
s sibal,Korean,profanity,high,ssibal,block_and_flag
s****l,Korean,profanity,high,ssibal,block_and_flag
ss1b4l,Korean,profanity,high,ssibal,block_and_flag
ss1b@l,Korean,profanity,high,ssibal,block_and_flag
ss1bal,Korean,profanity,high,ssibal,block_and_flag
ssib4l,Korean,profanity,high,ssibal,block_and_flag
ssib@l,Korean,profanity,high,ssibal,block_and_flag
gaesaekki,Korean,insult,high,GAESAEKKI | Gaesaekki | g a e s a e k k i | g aesaekki | g*******i | g43s43kk1 | g4es4ekki | g@3s@3kki | g@es@ekk1 | g@es@ekki | ga3sa3kki | gae$aekki,block_and_flag
g a e s a e k k i,Korean,insult,high,gaesaekki,block_and_flag
g aesaekki,Korean,insult,high,gaesaekki,block_and_flag
g*******i,Korean,insult,high,gaesaekki,block_and_flag
g43s43kk1,Korean,insult,high,gaesaekki,block_and_flag
g4es4ekki,Korean,insult,high,gaesaekki,block_and_flag
g@3s@3kki,Korean,insult,high,gaesaekki,block_and_flag
g@es@ekk1,Korean,insult,high,gaesaekki,block_and_flag
g@es@ekki,Korean,insult,high,gaesaekki,block_and_flag
ga3sa3kki,Korean,insult,high,gaesaekki,block_and_flag
gae$aekki,Korean,insult,high,gaesaekki,block_and_flag
gae5aekki,Korean,insult,high,gaesaekki,block_and_flag
gaesaekk1,Korean,insult,high,gaesaekki,block_and_flag
byeongsin,Korean,insult,high,BYEONGSIN | Byeongsin | b y e o n g s i n | b yeongsin | b*******n | by3ongs1n | by3ongsin | bye0ngs1n | bye0ngsin | byeong$in | byeong5in | byeongs1n,block_and_flag
b y e o n g s i n,Korean,insult,high,byeongsin,block_and_flag
b yeongsin,Korean,insult,high,byeongsin,block_and_flag
b*******n,Korean,insult,high,byeongsin,block_and_flag
by3ongs1n,Korean,insult,high,byeongsin,block_and_flag
by3ongsin,Korean,insult,high,byeongsin,block_and_flag
bye0ngs1n,Korean,insult,high,byeongsin,block_and_flag
bye0ngsin,Korean,insult,high,byeongsin,block_and_flag
byeong$in,Korean,insult,high,byeongsin,block_and_flag
byeong5in,Korean,insult,high,byeongsin,block_and_flag
byeongs1n,Korean,insult,high,byeongsin,block_and_flag
michin,Korean,insult,medium,MICHIN | Michin | m i c h i n | m ichin | m****n | m1ch1n | michin,warn_and_log
m i c h i n,Korean,insult,medium,michin,warn_and_log
m ichin,Korean,insult,medium,michin,warn_and_log
m****n,Korean,insult,medium,michin,warn_and_log
m1ch1n,Korean,insult,medium,michin,warn_and_log
cao,Chinese,profanity,high,CAO | Cao | c4o | c@0 | c@o | ca0 | cao,block_and_flag
c4o,Chinese,profanity,high,cao,block_and_flag
c@0,Chinese,profanity,high,cao,block_and_flag
c@o,Chinese,profanity,high,cao,block_and_flag
ca0,Chinese,profanity,high,cao,block_and_flag
shabi,Chinese,insult,high,$habi | 5habi | SHABI | Shabi | s h a b i | s habi | s***i | sh4b1 | sh4bi | sh@b1 | sh@bi | shab1,block_and_flag
$habi,Chinese,insult,high,shabi,block_and_flag
5habi,Chinese,insult,high,shabi,block_and_flag
s h a b i,Chinese,insult,high,shabi,block_and_flag
s habi,Chinese,insult,high,shabi,block_and_flag
s***i,Chinese,insult,high,shabi,block_and_flag
sh4b1,Chinese,insult,high,shabi,block_and_flag
sh4bi,Chinese,insult,high,shabi,block_and_flag
sh@b1,Chinese,insult,high,shabi,block_and_flag
sh@bi,Chinese,insult,high,shabi,block_and_flag
shab1,Chinese,insult,high,shabi,block_and_flag
hun dan,Chinese,insult,medium,HUN DAN | Hun Dan | h u n d a n | h undan | h****n | hun d@n | hun dan | hun-dan | hun_dan | hund4n | hund@n | hundan,warn_and_log
h u n d a n,Chinese,insult,medium,hun dan,warn_and_log
h undan,Chinese,insult,medium,hun dan,warn_and_log
h****n,Chinese,insult,medium,hun dan,warn_and_log
hun d@n,Chinese,insult,medium,hun dan,warn_and_log
hun-dan,Chinese,insult,medium,hun dan,warn_and_log
hun_dan,Chinese,insult,medium,hun dan,warn_and_log
hund4n,Chinese,insult,medium,hun dan,warn_and_log
hund@n,Chinese,insult,medium,hun dan,warn_and_log
hundan,Chinese,insult,medium,hun dan,warn_and_log
